sleep_duration,sleep_quality,physical_activity,stress_level,heart_rate,daily_steps,wellness_trend
6.6,6,44,9,88,6490,Declining
5.7,4,10,7,89,2144,Declining
6.1,5,25,10,82,3748,Declining
6.3,5,25,9,83,3810,Declining
5.9,4,69,3,76,10200,Stable
5.1,6,44,9,90,5934,Declining
7.1,4,36,5,79,5098,Stable
7.2,4,54,4,72,8051,Stable
6.9,5,53,5,78,7210,Stable
6.6,7,46,3,78,6809,Improving
8.3,6,58,7,72,6826,Improving
7.2,6,10,6,83,4413,Declining
8.6,6,77,7,75,10238,Improving
6.0,4,53,10,81,6836,Declining
5.9,5,10,10,90,2182,Declining
8.4,4,66,5,68,8789,Improving
7.3,6,13,5,81,5792,Stable
8.2,5,36,8,86,6022,Stable
6.4,6,78,4,73,9819,Improving
6.5,5,33,3,79,5708,Stable
7.5,7,50,9,82,7817,Stable
7.0,9,41,6,77,8126,Improving
5.7,6,56,4,79,9087,Stable
5.9,4,76,1,75,8229,Improving
5.9,6,35,6,81,4643,Declining
6.8,7,44,5,72,6728,Improving
7.7,5,78,6,78,10121,Improving
7.9,4,33,6,79,6015,Stable
6.6,6,71,5,77,8583,Improving
6.2,5,67,4,86,9414,Stable
6.9,6,17,5,80,4527,Stable
5.1,9,27,4,73,6222,Stable
5.1,7,100,6,71,12245,Improving
6.1,7,35,6,84,5981,Stable
7.6,2,51,4,72,7145,Stable
7.6,4,63,4,79,9066,Improving
4.6,5,22,6,81,4697,Declining
4.5,5,34,7,83,6000,Declining
7.3,9,45,7,77,6543,Improving
4.5,4,27,8,81,4361,Declining
6.6,5,46,7,74,6575,Declining
5.9,9,42,5,78,6908,Improving
6.2,7,69,7,86,8360,Stable
7.5,8,50,6,71,7816,Improving
7.2,7,45,10,89,6840,Declining
7.1,4,67,8,84,8446,Stable
4.5,6,61,8,89,8452,Declining
4.5,3,64,5,73,7773,Declining
6.5,8,47,7,83,6119,Stable
6.9,6,60,3,74,7870,Improving
5.3,5,33,5,73,6770,Declining
4.5,7,99,5,74,10604,Stable
4.5,4,47,5,83,7021,Declining
6.8,4,49,9,90,4852,Declining
4.5,7,35,4,84,8448,Declining
8.5,6,81,2,70,11477,Improving
7.7,5,37,2,66,9152,Improving
6.6,5,49,6,76,6890,Stable
6.7,7,83,4,74,10642,Improving
5.9,7,47,6,78,7977,Stable
6.1,6,44,3,71,6260,Stable
6.7,3,56,4,80,7431,Stable
6.9,7,32,7,80,7202,Stable
6.7,4,23,5,77,6532,Declining
6.0,3,39,3,71,5677,Declining
7.1,4,61,6,75,7686,Stable
7.3,7,42,3,70,7362,Improving
6.1,5,43,6,79,3757,Declining
7.2,3,18,7,81,4870,Declining
6.7,5,36,9,87,5364,Declining
8.2,3,18,2,67,2767,Stable
6.7,5,35,7,87,4151,Declining
7.4,6,40,5,79,5927,Stable
7.0,7,67,7,80,8693,Improving
7.5,2,43,4,76,4572,Stable
4.8,9,36,8,92,7592,Declining
7.2,8,21,9,84,3733,Declining
6.6,9,39,3,76,9018,Improving
7.4,9,21,4,73,4687,Improving
7.9,6,73,4,89,7805,Improving
7.0,7,10,7,81,5155,Declining
6.1,6,57,3,70,8163,Improving
6.3,7,40,3,77,6380,Improving
7.3,5,43,8,81,5975,Declining
5.5,4,56,9,82,6006,Declining
5.1,5,61,8,79,7853,Declining
7.0,9,24,2,76,8107,Improving
7.1,6,54,7,82,8754,Stable
6.9,9,85,4,74,11364,Improving
7.6,8,73,1,66,8860,Improving
5.7,5,36,4,86,5383,Declining
6.8,6,59,8,83,6081,Stable
8.0,5,47,7,75,6063,Stable
6.5,5,93,5,76,12392,Improving
6.0,4,25,3,78,4774,Declining
6.6,5,21,9,82,3749,Declining
5.1,10,49,5,84,8429,Improving
7.4,10,87,5,82,11312,Improving
5.8,3,38,3,71,7468,Declining
6.7,4,50,9,85,7183,Declining
8.4,3,80,6,71,10307,Improving
6.0,10,45,2,65,8260,Improving
6.7,4,20,9,87,4911,Declining
7.7,5,12,8,85,3432,Declining
7.5,4,32,6,91,5826,Stable
8.3,8,83,8,79,8867,Improving
8.3,8,48,7,80,8095,Improving
7.2,7,46,6,84,7376,Improving
6.4,7,51,9,85,8789,Declining
4.9,5,77,3,75,10703,Stable
6.7,5,57,8,81,6518,Declining
7.5,5,73,7,83,7116,Stable
8.5,5,41,5,82,5696,Improving
4.8,7,34,5,84,5621,Declining
7.0,5,52,10,88,6297,Declining
6.2,6,61,8,88,6651,Declining
6.6,5,41,7,79,7269,Declining
5.0,8,45,7,84,6741,Declining
5.9,5,20,5,84,3099,Declining
7.8,8,68,5,76,9509,Improving
6.7,8,49,10,89,7227,Declining
6.2,7,40,9,88,6945,Declining
5.5,9,49,6,86,7020,Stable
4.9,5,29,7,78,5333,Declining
7.5,8,49,2,66,8671,Improving
4.5,8,43,5,88,7696,Declining
5.8,7,66,6,83,9026,Stable
7.3,5,34,7,81,7276,Declining
7.8,6,28,5,79,5734,Stable
7.6,3,23,9,83,3664,Declining
6.9,8,57,4,77,7527,Improving
5.1,8,59,2,77,10058,Improving
6.1,7,82,5,79,10484,Improving
7.2,6,35,4,72,5673,Improving
4.6,7,39,7,85,6068,Declining
5.9,4,42,7,86,6936,Declining
6.3,7,70,6,77,9157,Improving
7.7,6,10,3,79,3694,Improving
7.5,8,34,9,84,6974,Stable
7.0,2,10,4,82,2524,Declining
5.8,5,33,6,84,5451,Declining
8.5,5,27,5,77,5054,Improving
8.7,6,70,6,72,10138,Improving
5.7,7,75,9,82,7952,Stable
7.4,7,55,4,77,8187,Improving
7.8,5,20,7,78,4711,Declining
7.2,8,37,5,74,7487,Improving
5.5,8,44,2,75,7760,Improving
7.6,8,74,5,78,9352,Improving
5.8,8,35,3,77,7745,Improving
5.9,7,39,7,77,6489,Declining
4.6,7,61,4,74,10198,Stable
7.0,7,27,2,70,6690,Improving
5.7,8,39,7,86,7463,Stable
7.0,5,55,6,78,7284,Stable
6.7,6,34,8,75,6049,Declining
7.2,6,12,4,84,4317,Stable
8.4,6,34,9,71,5925,Stable
6.3,4,45,6,81,6273,Declining
4.5,5,19,3,83,3752,Declining
6.7,3,40,6,77,6186,Declining
7.7,9,33,2,73,7676,Improving
5.4,3,38,8,87,5887,Declining
6.5,8,57,6,80,8140,Improving
6.3,6,41,7,80,5337,Declining
6.6,6,50,6,83,9092,Stable
7.8,5,38,6,72,5769,Stable
5.0,4,78,9,87,7200,Declining
9.0,8,54,7,70,8100,Improving
6.2,5,15,10,93,5303,Declining
6.6,10,49,3,80,9407,Improving
6.7,6,37,6,80,4720,Stable
7.3,8,65,4,77,10519,Improving
8.7,5,75,10,86,9011,Stable
7.7,4,68,3,74,7913,Improving
5.5,2,65,5,74,6819,Declining
7.8,7,41,4,78,6781,Improving
5.2,1,10,5,85,3203,Declining
8.3,5,52,9,87,5136,Stable
5.6,6,52,4,74,6964,Stable
7.6,7,67,8,83,8956,Improving
8.0,3,51,4,75,6476,Improving
7.9,5,19,8,88,6080,Declining
5.6,7,37,6,86,7251,Declining
7.6,6,23,5,75,4526,Stable
5.4,4,64,6,82,8073,Declining
6.8,4,10,3,84,4010,Declining
8.0,4,37,6,74,6643,Stable
6.5,5,38,6,85,4724,Declining
7.1,7,34,8,94,6177,Stable
5.8,9,52,4,77,9169,Improving
6.9,7,65,1,74,9024,Improving
5.4,6,12,7,85,3602,Declining
6.3,6,31,9,91,4780,Declining
8.8,9,54,5,79,7371,Improving
7.4,7,26,3,70,4498,Improving
6.7,6,50,3,70,7241,Improving
7.4,8,37,8,83,6549,Stable
8.1,2,39,6,77,4617,Declining
7.6,7,47,5,79,7008,Improving
7.1,8,71,3,74,9500,Improving
5.7,5,29,3,83,5406,Stable
4.7,6,51,4,82,7680,Stable
8.4,3,58,6,75,6639,Stable
7.9,2,42,3,69,6510,Stable
7.6,5,84,8,83,9662,Stable
5.4,5,61,6,81,9653,Declining
5.1,6,16,4,78,4906,Declining
7.9,8,47,1,70,7167,Improving
7.0,5,43,6,74,5452,Stable
5.6,6,23,3,77,6621,Stable
7.0,7,57,4,71,9487,Improving
6.1,7,20,10,85,4636,Declining
6.2,5,33,4,72,4124,Stable
8.3,3,88,3,77,10462,Improving
7.9,3,42,3,72,6221,Improving
7.0,7,68,6,86,8207,Improving
6.6,5,45,8,72,6293,Declining
7.6,4,37,5,79,5707,Stable
6.4,7,47,5,76,6257,Stable
8.0,4,53,3,74,7819,Improving
6.9,7,73,5,82,10386,Improving
6.8,8,50,2,71,8844,Improving
5.9,8,62,7,81,8624,Stable
6.5,4,63,9,84,8585,Declining
4.5,6,52,4,87,7012,Declining
5.8,1,35,9,85,2525,Declining
5.4,4,57,9,87,7919,Declining
6.2,7,15,6,88,3460,Declining
7.5,7,49,4,72,8177,Improving
7.7,2,41,8,87,4974,Declining
7.8,8,36,5,74,7390,Improving
8.0,3,64,8,74,7816,Stable
6.6,1,52,5,82,6606,Declining
5.9,8,11,8,91,3640,Declining
6.8,5,54,3,72,6880,Improving
4.6,6,74,9,82,8270,Declining
7.3,3,56,6,71,8101,Stable
7.4,7,73,6,77,8473,Improving
6.3,7,31,3,68,6289,Stable
4.8,5,45,3,75,7011,Declining
8.9,5,21,7,81,5385,Stable
7.4,5,40,9,90,6199,Declining
5.1,6,11,7,82,2908,Declining
6.9,9,33,2,73,7442,Improving
5.1,9,61,8,92,7203,Stable
5.8,6,25,4,76,6620,Stable
4.5,5,66,5,73,7152,Declining
6.6,6,22,4,74,5928,Stable
7.5,6,55,6,74,8072,Improving
9.0,8,59,7,74,6943,Improving
6.1,7,82,5,77,9820,Improving
5.8,4,41,6,77,6908,Declining
7.6,5,20,8,82,3687,Declining
6.2,8,57,6,84,9493,Stable
5.9,5,29,3,77,5479,Stable
5.6,7,10,4,85,5468,Declining
7.2,6,76,6,78,9955,Improving
7.1,10,34,6,88,6296,Improving
7.2,7,75,6,80,11477,Improving
5.2,6,40,5,76,6005,Declining
5.7,5,30,6,81,6479,Declining
6.0,9,65,5,82,10252,Improving
5.5,10,24,2,72,6609,Improving
5.6,9,40,4,88,7108,Improving
7.3,3,25,6,82,4653,Declining
7.0,3,82,3,70,8468,Improving
7.6,3,60,1,70,8202,Improving
6.1,9,62,6,82,8247,Improving
6.3,7,46,6,80,6923,Stable
6.8,6,71,8,74,9480,Stable
7.4,6,22,4,77,6174,Stable
7.4,5,62,4,77,7288,Improving
8.2,5,29,4,72,10184,Improving
8.8,5,41,7,75,5037,Stable
8.3,9,17,10,85,5375,Stable
7.8,5,95,6,79,10323,Improving
5.9,6,42,4,73,6697,Stable
5.0,5,10,5,90,4169,Declining
7.1,6,53,4,76,8118,Improving
7.4,5,52,5,71,7193,Stable
6.9,6,24,8,87,5075,Declining
8.8,5,36,3,73,7772,Improving
7.2,5,59,6,83,7357,Stable
6.6,5,44,4,74,6787,Stable
8.5,2,53,5,80,7863,Stable
6.3,7,40,6,81,6550,Stable
6.8,7,37,10,86,5622,Declining
5.8,5,50,8,76,6015,Declining
8.0,5,54,4,76,7848,Improving
7.9,8,51,9,82,9001,Stable
7.8,8,43,6,80,7953,Improving
6.0,7,33,7,87,6047,Declining
6.4,7,67,6,77,7974,Improving
8.3,7,33,3,73,6443,Improving
6.7,6,66,6,75,7630,Stable
6.4,3,63,9,88,8612,Declining
8.7,3,74,7,83,7772,Improving
7.1,6,30,7,85,5380,Stable
6.3,8,20,1,75,4836,Improving
5.6,7,80,4,77,9290,Improving
7.6,5,43,7,84,7529,Stable
4.5,3,64,4,76,8024,Declining
8.2,4,34,7,78,6803,Stable
7.5,5,15,2,74,3231,Improving
5.8,7,28,10,91,5241,Declining
6.2,2,36,10,78,4832,Declining
6.5,7,35,5,74,6104,Stable
6.6,8,67,5,80,10552,Improving
7.0,6,41,1,68,6650,Improving
6.1,5,53,5,75,6757,Stable
6.9,7,15,5,80,3517,Stable
6.4,6,10,5,80,4153,Declining
5.3,4,39,8,86,4385,Declining
5.4,6,40,10,87,6630,Declining
7.3,7,42,7,81,6893,Stable
6.4,7,30,8,81,5026,Declining
9.0,6,69,7,74,8198,Improving
5.1,6,10,8,93,4294,Declining
6.5,9,41,7,80,7328,Stable
7.7,9,56,6,79,8430,Improving
5.4,4,39,4,78,6352,Declining
6.1,6,42,1,73,8197,Improving
6.9,5,11,5,81,4200,Declining
7.4,8,74,2,69,10717,Improving
4.8,7,83,3,76,10932,Improving
9.0,7,22,5,67,5361,Improving
7.0,5,39,9,81,3790,Declining
6.3,5,36,4,78,6290,Stable
6.5,8,75,6,77,10131,Improving
6.3,8,58,4,82,8301,Improving
6.8,8,20,6,75,6223,Stable
6.0,5,30,5,73,6087,Declining
9.0,8,88,1,68,12480,Improving
7.3,2,47,6,77,5384,Declining
6.5,8,33,8,83,6863,Stable
5.3,7,70,4,77,11397,Improving
8.4,5,50,2,67,6026,Improving
8.2,8,32,8,65,6264,Stable
6.9,9,59,6,78,9496,Improving
6.2,6,56,10,90,8913,Declining
8.1,6,42,4,74,7478,Improving
7.3,3,66,4,78,8522,Stable
6.1,7,25,3,76,4882,Stable
7.1,4,24,8,79,5452,Declining
5.6,9,23,7,87,5880,Declining
6.9,6,10,5,80,3512,Stable
6.5,5,10,8,94,3615,Declining
5.8,6,25,10,83,5068,Declining
6.9,9,46,5,89,8608,Improving
4.5,9,61,9,93,6706,Declining
7.1,6,41,9,71,5463,Declining
6.2,6,68,9,81,8024,Declining
6.0,5,35,5,82,6477,Declining
7.8,10,28,5,78,7375,Improving
6.0,6,43,6,84,8231,Declining
8.1,9,57,5,80,6713,Improving
7.4,6,10,2,77,3112,Improving
5.0,5,10,9,81,4315,Declining
8.3,5,36,6,76,5720,Stable
6.3,7,42,6,75,7080,Stable
6.5,7,71,7,76,8491,Stable
6.6,5,34,4,76,8222,Stable
7.7,3,47,6,74,6186,Stable
5.5,6,40,5,80,5558,Declining
6.7,7,31,5,87,5879,Stable
6.9,7,82,3,68,10923,Improving
6.7,7,59,7,82,6708,Stable
5.6,6,10,5,85,3559,Declining
7.7,7,79,3,69,10076,Improving
7.7,5,33,6,77,5239,Stable
6.8,6,46,5,78,5776,Stable
6.4,8,44,4,84,6212,Improving
5.9,5,68,7,76,8883,Declining
7.1,7,74,7,83,9745,Improving
7.3,3,28,6,81,5154,Declining
6.2,9,79,9,82,8161,Stable
9.0,6,63,3,75,7830,Improving
5.7,6,21,5,88,4382,Declining
8.9,6,60,4,61,8568,Improving
6.1,6,55,6,76,7341,Stable
8.6,3,91,6,75,8120,Improving
5.5,6,11,4,81,4076,Declining
5.0,8,10,6,80,4312,Declining
5.1,10,52,5,80,7570,Improving
5.7,7,46,1,74,9088,Improving
7.2,5,47,9,82,4507,Declining
5.5,5,75,6,83,9480,Stable
6.7,6,41,6,94,5494,Stable
6.1,3,58,5,71,7199,Declining
6.7,7,48,3,78,8284,Improving
8.1,5,46,3,73,6575,Improving
5.7,4,32,3,78,6621,Declining
6.0,6,23,4,82,5251,Stable
7.4,2,59,3,73,9099,Stable
6.9,4,46,10,93,7383,Declining
6.1,6,47,7,80,7194,Declining
5.4,7,46,3,78,6583,Stable
5.1,8,45,8,90,6338,Declining
4.7,9,65,6,82,10091,Stable
9.0,1,102,5,79,11110,Improving
5.4,8,42,10,89,6315,Declining
9.0,6,53,7,69,8177,Improving
4.5,4,59,9,81,6671,Declining
7.3,6,57,5,77,6454,Improving
7.0,6,63,4,76,8510,Improving
7.4,4,47,8,77,6930,Declining
6.6,4,59,5,75,9337,Stable
4.5,3,22,4,79,2562,Declining
7.6,4,21,9,80,4621,Declining
6.3,5,48,10,87,6419,Declining
4.8,3,33,7,80,4684,Declining
6.7,6,10,6,85,1598,Declining
7.7,4,68,3,71,9613,Improving
4.5,6,50,6,87,6323,Declining
6.4,10,75,6,80,9691,Improving
6.6,4,32,8,81,4416,Declining
5.6,8,71,5,76,8327,Improving
7.3,7,56,7,86,8238,Improving
6.7,5,62,7,82,6364,Stable
6.6,5,10,6,80,5221,Declining
5.7,9,65,7,80,8511,Stable
7.1,6,46,4,79,6203,Improving
5.6,9,57,6,88,10912,Stable
5.0,6,35,7,89,5425,Declining
7.5,6,41,2,74,7910,Improving
5.9,8,67,9,81,8650,Stable
8.1,8,18,5,84,3844,Improving
5.3,5,64,9,78,8266,Declining
6.1,5,76,10,83,10108,Declining
5.8,6,19,3,77,4094,Stable
6.6,8,40,5,80,6927,Improving
7.0,5,12,5,74,2396,Declining
6.2,6,81,3,73,8960,Improving
7.6,8,19,4,79,4643,Improving
7.1,5,64,2,66,8453,Improving
7.3,9,18,10,92,4276,Declining
6.4,7,39,4,79,5941,Stable
5.3,5,94,4,76,10723,Improving
5.2,4,34,4,78,6927,Declining
5.0,5,40,8,88,6333,Declining
7.8,6,40,5,79,6227,Improving
7.2,7,36,9,82,5468,Declining
5.1,6,44,8,82,5344,Declining
7.9,8,36,3,73,6409,Improving
6.9,4,10,6,74,4000,Declining
8.5,6,43,10,88,6434,Stable
8.1,5,37,3,75,5462,Improving
7.1,5,43,4,74,5316,Stable
6.5,4,46,4,72,2520,Stable
6.7,7,39,9,80,5082,Declining
7.1,5,61,5,71,7764,Improving
5.5,4,41,6,86,7702,Declining
5.1,4,36,7,85,6340,Declining
7.6,5,87,7,73,9019,Improving
5.3,5,40,6,79,7911,Declining
7.9,7,55,5,71,8792,Improving
7.4,6,29,6,83,6670,Stable
7.9,6,34,6,82,7888,Stable
7.1,3,72,8,88,8073,Declining
7.7,7,10,8,78,4959,Declining
6.4,6,38,5,80,6241,Stable
6.3,7,76,7,76,9620,Stable
8.8,3,10,4,75,3561,Stable
6.2,7,64,2,71,7789,Improving
6.2,6,65,4,81,8891,Improving
6.4,4,18,1,73,4737,Stable
4.5,7,39,9,92,6498,Declining
6.3,6,62,2,68,8569,Improving
6.9,6,54,4,76,8699,Improving
6.6,7,75,10,77,9131,Stable
8.7,6,69,5,73,9838,Improving
8.3,7,67,5,77,7440,Improving
6.2,8,50,7,90,8162,Stable
4.9,8,32,1,73,7491,Improving
4.5,6,63,6,88,8109,Declining
8.3,5,51,5,75,7677,Improving
6.1,2,67,6,75,7161,Declining
5.5,8,42,6,80,5797,Stable
5.8,3,53,6,79,7357,Declining
7.7,7,30,4,75,5721,Improving
6.2,1,52,2,80,7484,Stable
6.3,4,10,6,80,3077,Declining
7.8,7,61,5,73,8743,Improving
6.2,5,59,8,81,8739,Declining
6.8,3,10,3,82,4707,Declining
6.8,4,53,6,78,7499,Stable
5.1,6,53,8,83,8174,Declining
7.4,10,50,5,81,9054,Improving
5.7,5,38,1,82,7872,Stable
7.0,6,37,4,82,7439,Stable
5.6,3,95,10,83,8244,Declining
7.4,6,27,10,85,5690,Declining
4.8,7,59,8,86,7192,Declining
5.3,5,44,6,88,7364,Declining
6.0,9,49,2,77,9429,Improving
8.1,7,50,7,84,8164,Improving
4.5,6,62,4,80,9470,Stable
6.9,8,46,2,79,8159,Improving
7.5,7,55,5,74,6861,Improving
6.5,7,20,4,77,6646,Stable
5.4,6,61,10,87,6755,Declining
6.8,5,35,7,82,7016,Declining
5.6,10,53,8,79,7176,Stable
7.5,5,55,9,86,5055,Declining
7.9,6,43,4,79,6864,Improving
6.7,4,16,5,83,4552,Declining
5.5,5,63,4,76,7500,Stable
7.8,7,38,5,78,7027,Improving
6.0,6,19,6,81,3972,Declining
7.4,5,41,8,82,5650,Declining
5.7,5,46,4,83,6187,Stable
7.0,7,27,2,67,6494,Improving
7.4,9,52,8,79,7515,Improving
7.0,4,29,8,79,4452,Declining
7.1,10,25,6,80,5541,Improving
7.4,2,72,4,79,8641,Stable
6.7,4,63,8,85,6747,Declining
6.6,2,19,8,85,3008,Declining
5.4,4,87,2,78,11698,Improving
5.3,8,36,5,75,6556,Stable
5.1,5,59,7,81,7406,Declining
5.2,7,52,4,81,7843,Stable
6.5,7,62,6,83,10006,Stable
6.6,5,27,7,80,4540,Declining
6.5,6,62,9,87,8551,Declining
6.6,4,92,4,69,12367,Improving
6.0,9,34,5,75,6067,Stable
6.8,4,44,3,75,6750,Stable
5.8,7,18,5,85,4727,Declining
6.1,5,32,7,81,6234,Declining
5.9,9,41,2,80,9135,Improving
6.2,6,47,4,78,6347,Stable
7.2,6,36,10,89,6078,Declining
6.8,6,63,7,80,8150,Stable
5.8,8,46,4,78,8857,Improving
6.4,3,39,7,78,5465,Declining
6.5,4,34,5,83,5145,Declining
6.5,6,10,7,82,2716,Declining
7.3,9,23,10,89,5991,Declining
5.5,7,54,8,82,7759,Declining
7.5,4,10,5,74,3218,Declining
4.5,7,43,5,82,5727,Declining
6.8,6,67,6,81,7752,Stable
6.4,4,41,10,83,5638,Declining
5.6,6,28,2,75,5288,Stable
7.1,4,29,10,80,4329,Declining
6.6,6,66,9,83,6716,Stable
7.0,7,41,8,88,7957,Stable
7.5,5,10,5,82,4835,Stable
8.7,4,76,8,70,7296,Improving
7.8,6,33,2,70,6078,Improving
7.6,6,10,4,77,4984,Stable
5.7,8,57,6,79,7764,Stable
5.9,8,56,2,80,8384,Improving
5.5,5,41,5,77,5206,Declining
8.1,6,65,7,66,7540,Improving
5.4,6,61,7,76,8492,Declining
6.9,2,10,9,94,1964,Declining
6.6,4,51,3,76,6900,Stable
7.1,3,46,5,75,5731,Stable
5.9,8,71,2,80,10883,Improving
6.6,5,10,4,82,3124,Declining
8.5,4,47,5,79,7619,Improving
7.8,8,65,4,67,9029,Improving
5.7,7,19,1,73,5234,Stable
8.0,6,71,10,79,8794,Stable
7.4,3,51,5,69,6713,Stable
4.8,8,45,4,78,8538,Stable
6.6,6,77,1,71,10494,Improving
7.9,8,66,6,70,10843,Improving
4.7,6,48,8,84,6956,Declining
6.6,6,70,7,79,9807,Stable
8.0,8,53,6,81,7604,Improving
5.3,4,10,4,83,3972,Declining
7.4,5,36,7,79,5924,Stable
7.0,8,20,1,74,5901,Improving
6.5,9,38,8,88,6329,Stable
5.6,3,10,5,80,3549,Declining
4.8,6,55,5,85,6890,Declining
6.5,7,42,4,71,7045,Improving
7.7,8,47,8,83,7743,Improving
7.0,7,10,2,78,4409,Improving
8.5,5,66,7,71,11325,Improving
7.2,6,84,8,85,10024,Improving
4.8,6,47,7,91,5255,Declining
8.8,6,51,10,82,7982,Stable
5.2,5,26,8,78,4439,Declining
6.1,5,54,6,82,8102,Stable
8.7,8,41,5,72,7192,Improving
6.7,7,58,6,79,9028,Stable
7.1,8,10,8,82,5103,Declining
7.4,6,10,4,81,3516,Stable
4.9,5,28,5,83,4580,Declining
6.4,4,84,5,81,9905,Stable
7.6,7,44,5,77,7970,Improving
8.1,3,36,4,74,5457,Stable
7.9,9,69,5,75,10006,Improving
7.2,7,101,10,88,12625,Improving
8.8,6,13,5,79,4781,Improving
6.4,7,58,8,79,7995,Stable
7.3,6,55,8,83,7615,Stable
6.9,6,79,8,82,8398,Stable
7.1,7,60,9,82,7361,Stable
4.7,5,57,8,92,6855,Declining
5.3,3,49,6,80,5357,Declining
6.1,5,51,7,74,8007,Declining
5.7,7,10,5,84,2392,Declining
7.9,9,48,5,75,8943,Improving
4.5,5,15,7,93,4020,Declining
6.5,8,46,3,83,8022,Improving
8.1,5,11,8,84,3884,Declining
6.5,8,48,6,83,7967,Stable
7.2,6,57,5,82,7673,Improving
7.4,6,63,3,84,10094,Improving
6.3,7,65,5,78,8729,Improving
7.1,8,32,7,83,7129,Stable
5.7,4,53,8,82,7240,Declining
7.5,4,12,5,80,3848,Declining
5.2,10,26,8,88,6128,Declining
7.2,5,42,3,77,4579,Improving
6.5,6,48,2,73,6689,Improving
6.8,9,35,9,94,9158,Stable
7.0,7,55,4,77,7748,Improving
8.2,6,64,4,73,8835,Improving
7.8,10,49,7,77,9312,Improving
6.9,8,37,8,84,5346,Stable
8.4,5,49,8,78,6432,Stable
6.9,3,79,9,79,8614,Declining
6.1,5,59,3,77,8051,Stable
7.1,9,63,6,78,9285,Improving
7.1,7,17,5,81,5269,Stable
5.8,3,31,3,81,5257,Declining
7.5,6,12,2,75,5366,Improving
6.1,6,120,6,81,12955,Improving
7.9,6,24,4,74,4653,Improving
7.2,9,46,3,83,8212,Improving
7.0,5,83,7,76,10371,Stable
5.2,10,43,3,83,8918,Improving
6.1,7,14,7,87,5382,Declining
7.5,7,58,7,85,9224,Improving
5.7,7,12,5,80,3850,Declining
6.3,4,15,4,79,3877,Declining
5.6,8,36,8,81,6340,Declining
5.8,8,38,2,69,8631,Improving
5.9,9,56,9,88,10479,Stable
7.2,5,30,8,78,5138,Declining
6.6,9,93,6,73,11180,Improving
7.9,7,20,4,75,5726,Improving
6.8,8,13,5,79,5517,Stable
7.5,3,53,4,77,6659,Stable
5.1,5,41,5,80,7514,Declining
8.6,4,38,5,76,5056,Improving
6.2,6,70,5,82,9624,Stable
4.7,4,43,8,83,6110,Declining
7.0,7,58,8,74,8293,Stable
6.1,6,14,9,95,4445,Declining
6.4,2,84,6,75,8869,Stable
6.9,5,48,5,77,8178,Stable
6.6,6,39,7,87,8052,Declining
6.9,6,52,8,85,7148,Stable
6.8,4,52,6,74,6560,Stable
5.7,1,55,9,87,5028,Declining
6.6,9,57,3,75,9824,Improving
6.8,10,78,7,81,10063,Improving
5.8,6,60,4,73,8746,Stable
4.5,2,34,8,75,5406,Declining
8.9,4,70,3,71,8129,Improving
7.0,3,79,4,74,11126,Improving
5.3,7,38,4,76,5695,Stable
4.5,5,66,6,77,7881,Declining
8.7,8,44,8,74,7332,Improving
6.6,3,55,4,70,6753,Stable
9.0,3,23,1,72,4822,Improving
6.5,8,52,5,80,8095,Improving
8.1,3,67,7,79,6192,Stable
4.8,5,83,6,77,11372,Declining
5.8,6,65,7,78,8016,Stable
7.1,5,20,6,80,4624,Declining
6.1,6,82,9,85,8198,Stable
6.5,4,50,2,64,7814,Stable
7.0,7,40,6,86,7142,Stable
5.6,3,40,6,85,5168,Declining
5.4,6,35,6,86,6420,Declining
6.5,8,45,5,75,8245,Improving
5.9,10,33,5,78,7125,Improving
7.1,6,33,5,79,5847,Stable
7.6,6,35,4,78,5648,Improving
6.1,6,72,10,82,7792,Declining
7.1,5,41,5,80,7224,Stable
6.8,6,37,1,75,6095,Improving
5.7,5,31,6,81,6063,Declining
5.0,8,37,6,86,7187,Declining
4.5,10,51,3,78,9954,Improving
5.6,5,92,8,82,9242,Stable
5.8,8,37,2,74,8115,Improving
6.7,5,64,7,77,8527,Stable
6.8,8,70,4,72,8659,Improving
4.5,5,37,2,75,7421,Declining
4.5,2,59,9,80,6047,Declining
9.0,10,69,5,65,9739,Improving
5.9,7,79,6,85,9709,Improving
8.0,8,79,9,70,5935,Improving
7.9,7,93,9,80,11174,Improving
6.2,3,16,10,88,2484,Declining
6.5,7,23,6,82,5362,Stable
7.9,6,63,4,81,9083,Improving
6.8,2,60,5,76,8225,Declining
7.6,3,29,5,77,3840,Stable
8.3,3,66,6,73,8673,Stable
4.5,5,65,1,71,7712,Stable
5.8,6,57,6,84,6874,Stable
7.9,4,39,2,76,6772,Improving
7.5,6,20,7,89,4559,Stable
7.7,5,40,3,66,5598,Improving
7.1,9,59,8,78,9421,Improving
7.1,6,75,2,75,10703,Improving
5.2,6,68,2,74,10079,Improving
8.1,5,56,8,87,9339,Stable
8.0,6,18,9,91,4440,Declining
5.9,7,81,6,77,9127,Improving
7.0,6,66,10,78,6233,Declining
7.2,4,50,7,78,2777,Declining
8.0,10,16,8,77,5188,Improving
9.0,8,44,5,75,7163,Improving
8.0,5,18,7,85,4508,Declining
6.8,9,49,7,83,8224,Improving
5.7,3,42,7,89,5644,Declining
9.0,5,29,4,80,5108,Improving
4.6,8,51,5,84,6684,Stable
6.0,6,37,8,84,5487,Declining
6.9,7,50,5,83,7849,Improving
6.9,2,47,9,97,4861,Declining
6.2,7,36,6,81,7476,Stable
